0.098365895	-0.00079875736	-0.082821436	-0.02788905	0.061026923	0.07390202	-0.014627384	-0.08968704	-0.0008672678	-0.04443585	0.015915895	0.06263907	0.08750206	0.0713831	0.09422956	0.07103283
-0.022394294	0.06706666	9.604348e-05	-0.010448369	-0.10494782	0.025880128	0.13291116	-0.017068712	0.074163996	-0.025471382	0.14744964	0.0006893097	-0.066209435	0.0037996352	0.012709783	0.13451211
-0.08715444	0.04499238	-0.04615599	-0.10736538	0.081823885	0.1302458	-0.004396246	-0.015434351	-0.022031743	0.06257325	-0.08315742	-0.078986116	-0.04478861	0.008808685	-0.038854863	0.04176286
0.007581131	0.06802877	0.04393611	-0.0036021378	0.044757497	0.023716196	-0.10275414	-0.007843433	0.036222756	-0.07712416	-0.08515059	0.04920381	-0.018715566	-0.022596428	-0.007557874	-0.0765579
0.07423344	-0.064077444	0.090668336	0.086388014	-0.012651263	-0.042023297	-0.116469406	0.07231168	0.00597887	-0.05379693	-0.06703083	-0.024819637	-0.06631283	0.051299624	-0.013803818	-0.06944393
-0.010409775	0.15088482	0.05531309	-0.079009324	-0.012578082	0.1605542	-0.11257714	-0.1429174	-0.07456391	0.055163715	-0.100988805	-0.027069246	-0.05814226	-0.119362876	-0.08316845	-0.120442055
0.044841945	0.01344375	-0.10555492	-0.0067137037	-0.067699924	0.07724298	0.08729908	0.018625937	0.027396152	0.08780237	0.11085915	0.034323778	0.0013978096	0.04672695	0.037018783	0.06827853
-0.002471597	-0.01122705	0.07739128	-0.06719427	0.02536417	-0.018170096	-0.0011338047	-0.045887806	0.06097534	0.010513482	-0.016101247	-0.07344066	0.07969252	0.09051777	0.058234673	-0.00024495265
-0.0036434077	0.09899013	0.01518898	-0.06307063	0.074347995	-0.039643653	-0.054233946	0.040504258	-0.036510766	0.0072084945	-0.16123049	-0.0008334709	-0.10878064	0.076247156	0.053009816	-0.055240087
0.017923668	0.024938747	0.04844938	-0.085290246	0.031224057	-0.03579126	0.0634308	-0.06852565	-0.092542045	0.041277833	3.9342354e-05	-0.04713927	0.0014475374	0.07338802	-0.025083192	0.02621363
0.0034815916	-0.034600493	-0.030085972	-0.05455534	-0.024140628	0.050587974	0.09238773	0.041460257	0.099535406	0.11001614	0.12972093	-0.054458756	0.033739373	0.018927172	-0.06947604	-0.015675114
0.021227382	-0.117531136	-0.006535364	0.049157094	0.05732544	-0.021450229	0.053017385	0.007056871	0.080158524	0.07436478	-0.061356205	0.0017006049	-0.026661292	0.09046185	0.05400536	-0.040106192
0.03836936	-0.056781027	-0.0004937806	0.10159242	-0.048526008	-0.026288154	-0.0041963877	0.102614135	-0.008691954	0.017375879	-0.08816985	0.062024545	0.026669912	0.012186962	-0.04674877	-0.010533535
-0.027582554	0.032885455	0.014562446	0.023713145	0.03322124	-0.09427092	0.008504799	-0.019120986	0.067571804	-0.0026614706	0.085675225	0.07399512	0.047687914	-0.046312615	-0.052336413	-0.019330958
0.046282325	-0.08188291	-0.0639768	0.07985376	-0.08852795	0.005343733	-0.0029555166	0.08405227	-0.07413374	-0.09271335	-0.01305796	0.079420246	0.03459134	-0.041305058	0.032574747	-0.017545374
0.042737596	0.018733162	0.01244971	0.051383644	0.024305671	-0.030418448	-0.06037747	0.08086655	-0.06098648	-0.035314802	0.013794786	-0.03231476	-0.027313381	0.020789726	0.053169735	-0.056920424
0.012434173	-0.029462298	-0.017160714	0.06295527	0.066368885	-0.06750585	-0.06425092	-0.04179202	-0.011039904	0.02315342	0.07153373	0.10110307	-0.0025689576	0.06618793	0.008966354	0.024560427
-0.024427187	-0.0060139997	-0.035693318	0.05088479	-0.03188981	0.09031579	0.057261523	0.058291525	-0.0861267	-0.035752	0.016479079	0.07323163	0.043733586	-0.006801488	0.047443353	0.030830057
